Map_Id,village_id,village_name,village_latitude,village_longitude,village_population,village_sc_population,village_st_population,village_female_population,village_male_population,village_female_literate,village_male_literate,village_female_illiterate,village_male_illiterate,village_households,gp_id,gp_name,gp_name_census,gp_census_id,gp_latitude,gp_longitude,gp_total_population,gp_sc_population,gp_st_population,gp_female_population,gp_male_population,gp_households,villages_in_gp,block_map_id,block_id,block_name,subdistrict_name,subdistrict_census_code,district_code,district_name,district_census_name,state,data_note,map_gp_id
VIL_000049,493474,Baghraudi F.V,22.52072712,80.55760682,942.0,96.0,712.0,477.0,464.0,196.0,288.0,282.0,177.0,216.0,142661,Dudaka,dudaka,168031.0,22.52072712,80.55760682,1883.0,191.0,1423.0,954.0,929.0,431.0,2,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000021
VIL_000050,493187,Dudka,22.52072712,80.55760682,942.0,96.0,712.0,477.0,464.0,196.0,288.0,282.0,177.0,216.0,142661,Dudaka,dudaka,168031.0,22.52072712,80.55760682,1883.0,191.0,1423.0,954.0,929.0,431.0,2,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000021
VIL_000051,493230,Dungariya,22.30779599,80.4417842,373.0,2.0,342.0,194.0,179.0,83.0,115.0,110.0,64.0,90.0,142662,Dungaria,dungaria,168049.0,22.30779599,80.4417842,1864.0,11.0,1710.0,969.0,895.0,450.0,5,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000022
VIL_000052,493231,Jhangul,22.30779599,80.4417842,373.0,2.0,342.0,194.0,179.0,83.0,115.0,110.0,64.0,90.0,142662,Dungaria,dungaria,168049.0,22.30779599,80.4417842,1864.0,11.0,1710.0,969.0,895.0,450.0,5,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000022
VIL_000053,493232,Surpati,22.30779599,80.4417842,373.0,2.0,342.0,194.0,179.0,83.0,115.0,110.0,64.0,90.0,142662,Dungaria,dungaria,168049.0,22.30779599,80.4417842,1864.0,11.0,1710.0,969.0,895.0,450.0,5,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000022
VIL_000054,493233,Umariya Mal.,22.30779599,80.4417842,373.0,2.0,342.0,194.0,179.0,83.0,115.0,110.0,64.0,90.0,142662,Dungaria,dungaria,168049.0,22.30779599,80.4417842,1864.0,11.0,1710.0,969.0,895.0,450.0,5,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000022
VIL_000055,493234,Umariya Ryt.,22.30779599,80.4417842,373.0,2.0,342.0,194.0,179.0,83.0,115.0,110.0,64.0,90.0,142662,Dungaria,dungaria,168049.0,22.30779599,80.4417842,1864.0,11.0,1710.0,969.0,895.0,450.0,5,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000022
VIL_000056,493265,Ghont,22.47401569,80.58368827,412.0,0.0,290.0,202.0,209.0,81.0,150.0,121.0,60.0,104.0,142663,Ghont,ghont,168063.0,22.47401569,80.58368827,1646.0,2.0,1160.0,809.0,837.0,414.0,4,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000023
VIL_000057,493477,Karibah F.V.,22.47401569,80.58368827,412.0,0.0,290.0,202.0,209.0,81.0,150.0,121.0,60.0,104.0,142663,Ghont,ghont,168063.0,22.47401569,80.58368827,1646.0,2.0,1160.0,809.0,837.0,414.0,4,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000023
VIL_000058,493267,Kariwah,22.47401569,80.58368827,412.0,0.0,290.0,202.0,209.0,81.0,150.0,121.0,60.0,104.0,142663,Ghont,ghont,168063.0,22.47401569,80.58368827,1646.0,2.0,1160.0,809.0,837.0,414.0,4,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000023
VIL_000059,493266,Katangi,22.47401569,80.58368827,412.0,0.0,290.0,202.0,209.0,81.0,150.0,121.0,60.0,104.0,142663,Ghont,ghont,168063.0,22.47401569,80.58368827,1646.0,2.0,1160.0,809.0,837.0,414.0,4,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000023
VIL_000060,493185,Harrabhat Jar,22.52868941,80.50873851,514.0,15.0,310.0,269.0,244.0,135.0,167.0,134.0,78.0,132.0,142664,Harrabhat,harrabhat,168030.0,22.52868941,80.50873851,1541.0,46.0,931.0,808.0,733.0,396.0,3,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000024
VIL_000061,493184,Harrabhat Mal.,22.52868941,80.50873851,514.0,15.0,310.0,269.0,244.0,135.0,167.0,134.0,78.0,132.0,142664,Harrabhat,harrabhat,168030.0,22.52868941,80.50873851,1541.0,46.0,931.0,808.0,733.0,396.0,3,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000024
VIL_000062,493186,Narenijar,22.52868941,80.50873851,514.0,15.0,310.0,269.0,244.0,135.0,167.0,134.0,78.0,132.0,142664,Harrabhat,harrabhat,168030.0,22.52868941,80.50873851,1541.0,46.0,931.0,808.0,733.0,396.0,3,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000024
VIL_000063,493328,Harrabhat,,,,,,,,,,,,,245240,Harrabhat (Nayegaon),,,,,,,,,,,2,BLK_000001,3900,Bichhiya,,,415,Mandla,,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000486
VIL_000064,493373,Naiguwan Ryt.,,,,,,,,,,,,,245240,Harrabhat (Nayegaon),,,,,,,,,,,2,BLK_000001,3900,Bichhiya,,,415,Mandla,,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000486
VIL_000065,493178,Dungariya,22.40568649,80.46256614,527.0,5.0,331.0,263.0,263.0,145.0,187.0,118.0,76.0,138.0,142665,Imalia,imalia,168028.0,22.40568649,80.46256614,1580.0,14.0,992.0,790.0,790.0,413.0,3,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000025
VIL_000066,493176,Imaliya Mal.,22.40568649,80.46256614,527.0,5.0,331.0,263.0,263.0,145.0,187.0,118.0,76.0,138.0,142665,Imalia,imalia,168028.0,22.40568649,80.46256614,1580.0,14.0,992.0,790.0,790.0,413.0,3,BLK_000001,3900,Bichhiya,Bichhiya,3645.0,415,Mandla,mandla,Madhya Pradesh,Village data is GP census data divided equally among villages in that GP,GP_000025
